StudentId,StageName,GradeName,ClassName,AcademicYear,NationalId,PassportNumber,CommunicationLang,FirstName,MiddleName,GrandName,NickName,NameInArabic,Gender,BirthDate,BirthPlace,Address,CountryCode,PhoneNumber,Nationality,Religion,Email,Password,FatherId,FatherContactPhone,ISFatherResponsible,FatherFirstName,FatherMiddleName,FatherGrandName,FatherNickName,FatherNameInArabic,FatherGender,FatherBirthDate,FatherBirthPlace,FatherAddress,FatherCountryCode,FatherPhoneNumber,FatherNationality,FatherReligion,FatherPassword,FatherEmail,MotherId,MotherContactPhone,ISMotherResponsible,MotherFirstName,MotherMiddleName,MotherGrandName,MotherNickName,MotherNameInArabic,MotherGender,MotherBirthDate,MotherBirthPlace,MotherAddress,MotherCountryCode,MotherPhoneNumber,MotherNationality,MotherReligion,MotherEmail,MotherPassword
1770,الأبتدائية,الأولى,ب,2025-2026,1306062775,P1608232346,en,Ruqaya,Ahmed,Hassan,Ruqaya,رقية أحمد حسن,Female,12/09/2018 14:27:30,Dammam,Street 5,+966,5766376911,Saudi,Muslim,ruqaya.hassan490@example.com,0Q2()0K8f#,1212873197,5991181677,False,Ahmed,Riyad,Hassan,Ahmed,أحمد رياض حسن,Male,12/09/1976 14:27:30,Riyadh,Street 2,+966,5991181677,Saudi,Muslim,PbC@D1S8ck,ahmed.hassan252@example.com,2482850322,5238524166,True,Ruqaya,Akram,Omar,Ruqaya,رقية أكرم عمر,Female,12/09/1982 14:27:30,Medina,Street 5,+966,5238524166,Saudi,Muslim,ruqaya.omar592@example.com,%9ovKGj4Yc
8534,الأبتدائية,الأولى,ب,2025-2026,2195165791,P2153077005,en,Layla,Ahmed,Hassan,Layla,ليلى أحمد حسن,Female,12/09/2019 14:27:30,Jeddah,Street 1,+966,5278055307,Saudi,Muslim,layla.hassan248@example.com,B4hE!1J*yM,1212873197,5991181677,False,Ahmed,Riyad,Hassan,Ahmed,أحمد رياض حسن,Male,12/09/1976 14:27:30,Riyadh,Street 2,+966,5991181677,Saudi,Muslim,PbC@D1S8ck,ahmed.hassan252@example.com,2482850322,5238524166,True,Ruqaya,Akram,Omar,Ruqaya,رقية أكرم عمر,Female,12/09/1982 14:27:30,Medina,Street 5,+966,5238524166,Saudi,Muslim,ruqaya.omar592@example.com,%9ovKGj4Yc
6012,الأبتدائية,الأولى,ب,2025-2026,1236510971,P1787351841,en,Nasser,Ahmed,Hassan,Nasser,ناصر أحمد حسن,Male,12/09/2017 14:27:30,Dammam,Street 3,+966,5872924741,Saudi,Muslim,nasser.hassan977@example.com,l##mIxEm^1,1212873197,5991181677,False,Ahmed,Riyad,Hassan,Ahmed,أحمد رياض حسن,Male,12/09/1976 14:27:30,Riyadh,Street 2,+966,5991181677,Saudi,Muslim,PbC@D1S8ck,ahmed.hassan252@example.com,2482850322,5238524166,True,Ruqaya,Akram,Omar,Ruqaya,رقية أكرم عمر,Female,12/09/1982 14:27:30,Medina,Street 5,+966,5238524166,Saudi,Muslim,ruqaya.omar592@example.com,%9ovKGj4Yc
2227,الأبتدائية,الأولى,ب,2025-2026,2654372970,P1478980323,en,Tariq,Omar,Bilal,Tariq,طارق عمر بلال,Male,12/09/2017 14:27:30,Jeddah,Street 5,+966,5445359192,Saudi,Muslim,tariq.bilal668@example.com,q!@59wiM@N,2546690513,5985945742,False,Omar,Salem,Bilal,Omar,عمر سالم بلال,Male,12/09/1977 14:27:30,Jeddah,Street 5,+966,5985945742,Saudi,Muslim,i#pW0HU9Fw,omar.bilal981@example.com,2879270696,5749901760,True,Layla,Khalid,Zayne,Layla,ليلى خالد زين,Female,12/09/1986 14:27:30,Medina,Street 4,+966,5749901760,Saudi,Muslim,layla.zayne839@example.com,y4As2K63p)
3276,الأبتدائية,الأولى,ب,2025-2026,1905397640,P1322583708,en,Layla,Bilal,Hussein,Layla,ليلى بلال حسين,Female,12/09/2019 14:27:30,Jeddah,Street 5,+966,5463174870,Saudi,Christian,layla.hussein801@example.com,aH7EI!cm@#,2596976427,5878078243,False,Bilal,Ismail,Hussein,Bilal,بلال إسماعيل حسين,Male,12/09/1985 14:27:30,Medina,Street 5,+966,5878078243,Saudi,Christian,@h3qdA5O#a,bilal.hussein718@example.com,2590311157,5855533606,True,Aisha,Akram,Ibrahim,Aisha,عائشة أكرم إبراهيم,Female,12/09/1986 14:27:30,Mecca,Street 5,+966,5855533606,Saudi,Christian,aisha.ibrahim977@example.com,q9C$@wdTAF
5791,الأبتدائية,الأولى,ب,2025-2026,1532138000,P2609354115,en,Saud,Ali,Ali,Saud,سعود علي علي,Male,12/09/2014 14:27:30,Mecca,Street 2,+966,5562966779,Saudi,Muslim,saud.ali159@example.com,KN)#UQzd6v,2146883987,5820553695,False,Ali,Khalid,Ali,Ali,علي خالد علي,Male,12/09/1991 14:27:30,Jeddah,Street 4,+966,5820553695,Saudi,Muslim,WmI$d)4zdv,ali.ali550@example.com,2841953061,5787903866,True,Khadijah,Yousef,Idris,Khadijah,خديجة يوسف إدريس,Female,12/09/1991 14:27:30,Riyadh,Street 1,+966,5787903866,Saudi,Muslim,khadijah.idris113@example.com,677(nV!$8X
1932,الأبتدائية,الأولى,ب,2025-2026,2776657554,P2569031565,en,Nasser,Nasser,Sultan,Nasser,ناصر ناصر سلطان,Male,12/09/2015 14:27:30,Riyadh,Street 3,+966,5561673922,Saudi,Muslim,nasser.sultan682@example.com,2yhc@Jp8zz,1428446305,5941893194,True,Nasser,Ibrahim,Sultan,Nasser,ناصر إبراهيم سلطان,Male,12/09/1993 14:27:30,Mecca,Street 5,+966,5941893194,Saudi,Muslim,&u%JBf1!N8,nasser.sultan874@example.com,1750618482,5954983273,False,Ruqaya,Ismail,Nasser,Ruqaya,رقية إسماعيل ناصر,Female,12/09/1981 14:27:30,Jeddah,Street 4,+966,5954983273,Saudi,Muslim,ruqaya.nasser389@example.com,NkDl*q0RL7
8912,الأبتدائية,الأولى,ب,2025-2026,2975940488,P2536147046,ar,Zaid,Turki,Hamza,Zaid,زيد تركي حمزة,Male,12/09/2014 14:27:30,Jeddah,Street 5,+966,5353563552,Saudi,Christian,zaid.hamza115@example.com,dQWI2*B*$l,1667126007,5262861092,True,Turki,Nasser,Hamza,Turki,تركي ناصر حمزة,Male,12/09/1976 14:27:30,Mecca,Street 4,+966,5262861092,Saudi,Christian,Rl3sU^*iLd,turki.hamza189@example.com,1385874880,5549582227,False,Dana,Mohammed,Salman,Dana,دانا محمد سلمان,Female,12/09/1997 14:27:30,Jeddah,Street 2,+966,5549582227,Saudi,Christian,dana.salman618@example.com,r86PI@!AKG
8441,الأبتدائية,الأولى,ب,2025-2026,2730836326,P2400240887,ar,Sara,Hussein,Salem,Sara,سارة حسين سالم,Female,12/09/2014 14:27:30,Riyadh,Street 1,+966,5978182050,Saudi,Christian,sara.salem643@example.com,d(SFFj6MTa,1972644370,5467066728,False,Hussein,Ismail,Salem,Hussein,حسين إسماعيل سالم,Male,12/09/1994 14:27:30,Jeddah,Street 3,+966,5467066728,Saudi,Christian,RU15cKlMK*,hussein.salem545@example.com,2824714987,5859120742,True,Lina,Salem,Omar,Lina,لينا سالم عمر,Female,12/09/1984 14:27:30,Riyadh,Street 5,+966,5859120742,Saudi,Christian,lina.omar629@example.com,@@$1j)Y^2N
6642,الأبتدائية,الأولى,ب,2025-2026,1753755555,P1343081599,en,Salem,Hussein,Salem,Salem,سالم حسين سالم,Male,12/09/2016 14:27:30,Jeddah,Street 1,+966,5514085457,Saudi,Christian,salem.salem741@example.com,h*6ZZ6G@J%,1972644370,5467066728,False,Hussein,Ismail,Salem,Hussein,حسين إسماعيل سالم,Male,12/09/1994 14:27:30,Jeddah,Street 3,+966,5467066728,Saudi,Christian,RU15cKlMK*,hussein.salem545@example.com,2824714987,5859120742,True,Lina,Salem,Omar,Lina,لينا سالم عمر,Female,12/09/1984 14:27:30,Riyadh,Street 5,+966,5859120742,Saudi,Christian,lina.omar629@example.com,@@$1j)Y^2N
9011,الأبتدائية,الأولى,ب,2025-2026,2903796023,P2846923589,ar,Bilal,Saud,Bilal,Bilal,بلال سعود بلال,Male,12/09/2015 14:27:30,Dammam,Street 4,+966,5372780389,Saudi,Christian,bilal.bilal399@example.com,&s782Rxquw,2239724620,5934330498,False,Saud,Sultan,Bilal,Saud,سعود سلطان بلال,Male,12/09/1984 14:27:30,Jeddah,Street 4,+966,5934330498,Saudi,Christian,O!5Yfcl^J1,saud.bilal983@example.com,2815220823,5881598022,True,Fatimah,Salem,Akram,Fatimah,فاطمة سالم أكرم,Female,12/09/1984 14:27:30,Jeddah,Street 4,+966,5881598022,Saudi,Christian,fatimah.akram555@example.com,0tzQ!^$Y2k
8955,الأبتدائية,الأولى,ب,2025-2026,1101144856,P2853203423,en,Omar,Sulaiman,Fahad,Omar,عمر سليمان فهد,Male,12/09/2018 14:27:30,Mecca,Street 3,+966,5562700497,Saudi,Christian,omar.fahad672@example.com,gS4b(Pi&Xp,1968330294,5373258204,False,Sulaiman,Salem,Fahad,Sulaiman,سليمان سالم فهد,Male,12/09/1980 14:27:30,Jeddah,Street 2,+966,5373258204,Saudi,Christian,G^du!ONoE6,sulaiman.fahad221@example.com,1596493356,5434359697,True,Safiyyah,Mohammed,Ali,Safiyyah,صفية محمد علي,Female,12/09/1996 14:27:30,Medina,Street 5,+966,5434359697,Saudi,Christian,safiyyah.ali481@example.com,gt@!)pAP3m
8363,الأبتدائية,الأولى,ا,2025-2026,1516406647,P1843962386,en,Aisha,Omar,Khalid,Aisha,عائشة عمر خالد,Female,12/09/2014 14:27:30,Mecca,Street 1,+966,5476234376,Saudi,Christian,aisha.khalid217@example.com,jQW13gw7*@,1123687462,5508285154,True,Omar,Saud,Khalid,Omar,عمر سعود خالد,Male,12/09/1990 14:27:30,Medina,Street 4,+966,5508285154,Saudi,Christian,6o8%C9vKgo,omar.khalid268@example.com,2343874795,5459691134,False,Lama,Idris,Ahmed,Lama,لمى إدريس أحمد,Female,12/09/1986 14:27:30,Mecca,Street 1,+966,5459691134,Saudi,Christian,lama.ahmed703@example.com,n*l3@*QxPp
5558,الأبتدائية,الأولى,ا,2025-2026,1703021046,P2962134445,ar,Ibrahim,Mohammed,Fahad,Ibrahim,إبراهيم محمد فهد,Male,12/09/2016 14:27:30,Medina,Street 5,+966,5683004022,Saudi,Christian,ibrahim.fahad115@example.com,lc3PUe@$(I,1518493482,5358193272,True,Mohammed,Hussein,Fahad,Mohammed,محمد حسين فهد,Male,12/09/1987 14:27:30,Jeddah,Street 4,+966,5358193272,Saudi,Christian,(C8nDt&z4J,mohammed.fahad172@example.com,2730962284,5573977171,False,Yasmin,Nasser,Fahad,Yasmin,ياسمين ناصر فهد,Female,12/09/1986 14:27:30,Jeddah,Street 4,+966,5573977171,Saudi,Christian,yasmin.fahad799@example.com,%rbwm%EaD6
8954,الأبتدائية,الأولى,ا,2025-2026,2878516889,P1310230556,ar,Zayne,Mohammed,Fahad,Zayne,زين محمد فهد,Male,12/09/2019 14:27:30,Riyadh,Street 2,+966,5730024362,Saudi,Christian,zayne.fahad389@example.com,3sC#)ph5Uu,1518493482,5358193272,True,Mohammed,Hussein,Fahad,Mohammed,محمد حسين فهد,Male,12/09/1987 14:27:30,Jeddah,Street 4,+966,5358193272,Saudi,Christian,(C8nDt&z4J,mohammed.fahad172@example.com,2730962284,5573977171,False,Yasmin,Nasser,Fahad,Yasmin,ياسمين ناصر فهد,Female,12/09/1986 14:27:30,Jeddah,Street 4,+966,5573977171,Saudi,Christian,yasmin.fahad799@example.com,%rbwm%EaD6
3064,الأبتدائية,الأولى,ا,2025-2026,1309509819,P1896726129,en,Ibrahim,Bilal,Abdulaziz,Ibrahim,إبراهيم بلال عبدالعزيز,Male,12/09/2016 14:27:30,Riyadh,Street 5,+966,5517694818,Saudi,Muslim,ibrahim.abdulaziz143@example.com,5odI#sZOyX,2907282741,5608901465,False,Bilal,Zaid,Abdulaziz,Bilal,بلال زيد عبدالعزيز,Male,12/09/1976 14:27:30,Medina,Street 1,+966,5608901465,Saudi,Muslim,H(wKK0ZxFj,bilal.abdulaziz104@example.com,2452879351,5118024584,True,Atika,Abdulaziz,Nasser,Atika,عاتكة عبدالعزيز ناصر,Female,12/09/1988 14:27:30,Mecca,Street 4,+966,5118024584,Saudi,Muslim,atika.nasser455@example.com,8rz0^Rl$Dt
7904,الأبتدائية,الأولى,ا,2025-2026,2996737081,P1194968425,ar,Assiya,Bilal,Abdulaziz,Assiya,أسيا بلال عبدالعزيز,Female,12/09/2014 14:27:30,Dammam,Street 3,+966,5733679862,Saudi,Muslim,assiya.abdulaziz871@example.com,))5uo6&nrT,2907282741,5608901465,False,Bilal,Zaid,Abdulaziz,Bilal,بلال زيد عبدالعزيز,Male,12/09/1976 14:27:30,Medina,Street 1,+966,5608901465,Saudi,Muslim,H(wKK0ZxFj,bilal.abdulaziz104@example.com,2452879351,5118024584,True,Atika,Abdulaziz,Nasser,Atika,عاتكة عبدالعزيز ناصر,Female,12/09/1988 14:27:30,Mecca,Street 4,+966,5118024584,Saudi,Muslim,atika.nasser455@example.com,8rz0^Rl$Dt
6353,الأبتدائية,الأولى,ا,2025-2026,1686038089,P2330052933,en,Nadia,Hassan,Idris,Nadia,نادية حسن إدريس,Female,12/09/2016 14:27:30,Riyadh,Street 4,+966,5389487324,Saudi,Muslim,nadia.idris206@example.com,*6&ua6JXt&,2185601993,5677089463,False,Hassan,Turki,Idris,Hassan,حسن تركي إدريس,Male,12/09/1987 14:27:30,Mecca,Street 5,+966,5677089463,Saudi,Muslim,QPjI7w!FQp,hassan.idris833@example.com,2761086230,5773989706,True,Aaliyah,Ali,Saud,Aaliyah,عالية علي سعود,Female,12/09/1991 14:27:30,Jeddah,Street 2,+966,5773989706,Saudi,Muslim,aaliyah.saud813@example.com,d(72K$J&rv
7368,الأبتدائية,الأولى,ا,2025-2026,2911957411,P1447186927,en,Zaid,Hassan,Turki,Zaid,زيد حسن تركي,Male,12/09/2016 14:27:30,Medina,Street 4,+966,5441286502,Saudi,Muslim,zaid.turki973@example.com,X@2i5ZEMq5,1950923526,5652356137,True,Hassan,Ismail,Turki,Hassan,حسن إسماعيل تركي,Male,12/09/1976 14:27:30,Jeddah,Street 5,+966,5652356137,Saudi,Muslim,VcOQwb7$#h,hassan.turki932@example.com,1901419226,5602142644,False,Salma,Turki,Zaid,Salma,سلمى تركي زيد,Female,12/09/1988 14:27:30,Mecca,Street 4,+966,5602142644,Saudi,Muslim,salma.zaid954@example.com,liNu6$A%hX
7198,الأبتدائية,الأولى,ا,2025-2026,1168309926,P2999095285,ar,Dana,Hassan,Bilal,Dana,دانا حسن بلال,Female,12/09/2018 14:27:30,Dammam,Street 2,+966,5152826144,Saudi,Christian,dana.bilal988@example.com,(fCdb49(&V,2432354586,5859393330,True,Hassan,Salem,Bilal,Hassan,حسن سالم بلال,Male,12/09/1994 14:27:30,Riyadh,Street 2,+966,5859393330,Saudi,Christian,^0T*0t0*l4,hassan.bilal189@example.com,2442057345,5180982834,False,Atika,Salem,Hamza,Atika,عاتكة سالم حمزة,Female,12/09/1995 14:27:30,Dammam,Street 5,+966,5180982834,Saudi,Christian,atika.hamza626@example.com,2p%16Xq!)V
5333,الأبتدائية,الأولى,ا,2025-2026,2604475060,P1651900018,en,Hamza,Hassan,Bilal,Hamza,حمزة حسن بلال,Male,12/09/2015 14:27:30,Jeddah,Street 2,+966,5373168083,Saudi,Christian,hamza.bilal733@example.com,1Bb1*EXgS$,2432354586,5859393330,True,Hassan,Salem,Bilal,Hassan,حسن سالم بلال,Male,12/09/1994 14:27:30,Riyadh,Street 2,+966,5859393330,Saudi,Christian,^0T*0t0*l4,hassan.bilal189@example.com,2442057345,5180982834,False,Atika,Salem,Hamza,Atika,عاتكة سالم حمزة,Female,12/09/1995 14:27:30,Dammam,Street 5,+966,5180982834,Saudi,Christian,atika.hamza626@example.com,2p%16Xq!)V
